Composition_ID,Mo_mp,Nb_mp,Ti_mp,Zr_mp,T_eutectic,T_solvus,difference
2922,10,5,5,40,1938.51638,3446.279327,1507.762947
2923,10,5,10,35,2093.989096,3604.407845,1510.418748
2924,10,5,15,30,2575.07941,3694.775859,1119.696449
2925,10,5,20,25,2716.097906,3749.352201,1033.254295
2926,10,5,25,20,2708.068014,3777.289107,1069.221093
2927,10,5,30,15,2611.462326,3778.040452,1166.578126
2928,10,5,35,10,2470.705662,3740.010433,1269.304771
2929,10,5,40,5,2322.80181,3621.172994,1298.371184
2930,10,10,5,35,2348.317276,3431.79387,1083.476594
2932,10,10,15,25,2600.581994,3662.76305,1062.181056
2933,10,10,20,20,2593.575579,3705.273624,1111.698045
2934,10,10,25,15,2511.955681,3714.980958,1203.025277
2935,10,10,30,10,2410.327124,3683.379045,1273.051921
2936,10,10,35,5,2308.152054,3571.14174,1262.989685
2937,10,15,5,30,2277.218011,3413.257711,1136.0397
2938,10,15,10,25,2333.596697,3553.74822,1220.151522
2939,10,15,15,20,2366.949414,3622.970582,1256.021168
2940,10,15,20,15,2363.910214,3647.795875,1283.88566
2941,10,15,25,10,2321.021313,3626.200613,1305.1793
2942,10,15,30,5,2253.936644,3522.637969,1268.701324
2943,10,20,5,25,2181.516631,3390.080983,1208.564351
2944,10,20,10,20,2224.753201,3518.652109,1293.898908
2945,10,20,15,15,2241.97069,3570.52662,1328.55593
2946,10,20,20,10,2234.30786,3564.907137,1330.599277
2947,10,20,25,5,2198.026042,3473.333929,1275.307888
2948,10,25,5,20,2167.25567,3360.319922,1193.064252
2949,10,25,10,15,2195.678853,3471.62229,1275.943437
2950,10,25,15,10,2198.902309,3493.691998,1294.789689
2951,10,25,20,5,2183.755052,3419.835687,1236.080635
2952,10,30,5,15,2171.699809,3319.392312,1147.692502
2953,10,30,10,10,2189.390386,3401.241024,1211.850637
2954,10,30,15,5,2178.572601,3356.581216,1178.008615
2955,10,35,5,10,2176.484867,3256.338307,1079.85344
2956,10,35,10,5,2178.509345,3272.656704,1094.147359
2957,10,40,5,5,2178.537548,3137.746234,959.2086865
2958,15,5,5,35,2403.528442,3440.60326,1037.074818
2959,15,5,10,30,2589.595686,3589.902132,1000.306446
2960,15,5,15,25,2666.0141,3671.028333,1005.014233
2961,15,5,20,20,2647.722118,3714.05954,1066.337422
2962,15,5,25,15,2552.205628,3724.59762,1172.391992
2963,15,5,30,10,2434.743684,3693.889959,1259.146276
2964,15,5,35,5,2321.252545,3582.099012,1260.846467
2965,15,10,5,30,2296.286682,3424.037098,1127.750415
2966,15,10,10,25,2350.681675,3564.258577,1213.576903
2967,15,10,15,20,2381.992018,3633.660593,1251.668576
2968,15,10,20,15,2382.018281,3659.00301,1276.984729
2969,15,10,25,10,2348.93376,3638.019077,1289.085317
2970,15,10,30,5,2287.893175,3534.662822,1246.769647
2971,15,15,5,25,2201.176292,3402.775342,1201.59905
2972,15,15,10,20,2249.391208,3531.299429,1281.908221
2973,15,15,15,15,2268.017351,3583.392526,1315.375175
2974,15,15,20,10,2264.137298,3578.104456,1313.967158
2975,15,15,25,5,2237.492424,3486.497338,1249.004914
2976,15,20,5,20,2150,3374.785689,1224.785689
2977,15,20,10,15,2189.573273,3486.159438,1296.586165
2978,15,20,15,10,2197.159955,3508.311822,1311.151867
2979,15,20,20,5,2187.457562,3434.19025,1246.732687
2980,15,25,5,15,2156.2434,3335.38583,1179.14243
2981,15,25,10,10,2179.661074,3417.256661,1237.595588
2982,15,25,15,5,2172.977541,3372.144932,1199.167391
2983,15,30,5,10,2165.540898,3273.461569,1107.92067
2984,15,30,10,5,2171.317617,3289.36396,1118.046343
2985,15,35,5,5,2170.353703,3155.239761,984.8860573
2986,20,5,5,30,2280.063594,3429.060192,1148.996598
2987,20,5,10,25,2341.790291,3569.074858,1227.284567
2988,20,5,15,20,2374.462914,3638.869586,1264.406672
2989,20,5,20,15,2376.034029,3665.035431,1289.001401
2990,20,5,25,10,2347.830466,3645.023181,1297.192715
2991,20,5,30,5,2285.941292,3542.250528,1256.309236
2992,20,10,5,25,2204.126263,3409.813732,1205.687469
2993,20,10,10,20,2261.218517,3538.390544,1277.172027
2994,20,10,15,15,2281.940199,3590.937806,1308.997606
2995,20,10,20,10,2279.573001,3586.297221,1306.72422
2996,20,10,25,5,2256.846881,3495.00879,1238.161909
2997,20,15,5,20,2160.129651,3383.702284,1223.572633
2998,20,15,10,15,2211.917673,3495.283535,1283.365861
2999,20,15,15,10,2221.191319,3517.773702,1296.582383
3000,20,15,20,5,2215.215604,3443.705389,1228.489785
3001,20,20,5,15,2133.499216,3345.9486,1212.449385
3002,20,20,10,10,2172.515267,3428.010737,1255.495471
3003,20,20,15,5,2172.515267,3428.010737,1255.495471
3004,20,25,5,10,2146.614841,2488,341.3851593
3005,20,25,10,5,2157.197119,3300.973909,1143.77679
3006,20,30,5,5,2155.943426,3167.596008,1011.652582
3007,25,5,5,25,2188.930484,3411.675093,1222.744609
3008,25,5,10,20,2258.81953,3540.459158,1281.639628
3009,25,5,15,15,2282.356765,3593.724984,1311.368219
3010,25,5,20,10,2279.496461,3590.060821,1310.56436
3011,25,5,25,5,2253.940947,3499.443715,1245.502768
3012,25,10,5,20,2164.362418,3387.556462,1223.194044
3013,25,10,10,15,2225.188906,3499.527435,1274.338529
3014,25,10,15,10,2235.852534,3522.633245,1286.780711
3015,25,10,20,5,2229.950765,3448.941821,1218.991056
3016,25,15,5,15,2229.950765,3448.941821,1218.991056
3017,25,15,10,10,2229.950765,3448.941821,1218.991056
3018,25,15,15,5,2195.785506,3388.838182,1193.052676
3019,25,20,5,10,2195.785506,3388.838182,1193.052676
3020,25,20,10,5,2161.694376,3308.000556,1146.30618
3021,25,25,5,5,2139.29015,3175.290044,1035.999895
3022,30,5,5,20,2156.023406,3386.830559,1230.807153
3023,30,5,10,15,2228.706255,3499.412771,1270.706516
3024,30,5,15,10,2240.484991,3523.431647,1282.946657
3025,30,5,20,5,2230.675608,3450.444637,1219.769029
3026,30,10,5,15,2155.19579,3352.730649,1197.534859
3027,30,10,10,10,2207.203031,3435.829364,1228.626333
3028,30,10,15,5,2209.308952,3391.033931,1181.724979
3029,30,15,5,10,2156.037955,3294.986583,1138.948627
3030,30,15,10,5,2180.760003,3310.941514,1130.181511
3031,30,20,5,5,2150.361921,3178.782064,1028.420143
3032,35,5,5,15,2153.167531,3349.905616,1196.738085
3033,35,5,10,10,2213.709081,3433.909911,1220.20083
3034,35,5,15,5,2213.675626,3389.817399,1176.141773
3035,35,10,5,10,2165.991091,3293.797674,1127.806583
3036,35,10,10,5,2193.762373,3310.282628,1116.520255
3037,35,15,5,5,2166.917579,3178.522286,1011.604707
3038,40,5,5,10,2169.77056,3289.201578,1119.431018
3039,40,5,10,5,2200.468834,3306.50262,1106.033786
3040,40,10,5,5,2178.879119,3174.955731,996.0766126
3041,45,5,5,5,2190.559091,3168.526907,977.9678161
3042,5,5,5,40,2348.083533,3563.786511,1215.702979
3043,5,5,10,35,2471.945865,3717.123492,1245.177627
3044,5,5,15,30,2551.756251,3794.675591,1242.91934
3048,5,5,35,10,2345.398233,3782.003673,1436.60544
3049,5,5,40,5,2266.094043,3654.927556,1388.833513
3050,5,10,5,35,2209.535869,3530.659962,1321.124093
3051,5,10,10,30,2211.984799,3674.371242,1462.386443
3052,5,10,15,25,2235.096214,3742.473257,1507.377043
3053,5,10,20,20,2243.250733,3769.982513,1526.73178
3054,5,10,25,15,2237.998184,3765.075205,1527.077021
3055,5,10,30,10,2211.877764,3720.825703,1508.94794
3056,5,10,35,5,2178.408385,3599.451668,1421.043282
3057,5,15,5,30,2157.22319,3494.192398,1336.969208
3058,5,15,10,25,2176.27461,3627.520355,1451.245745
3059,5,15,15,20,2187.922379,3683.896271,1495.973891
3060,5,15,20,15,2188.923617,3694.654892,1505.731274
3061,5,15,25,10,2180.076423,3660.120598,1480.044176
3062,5,15,30,5,2155.78467,3546.658961,1390.874291
3063,5,20,5,25,2158.664546,3454.000618,1295.336072
3064,5,20,10,20,2172.941726,3574.783666,1401.841941
3065,5,20,15,15,2178.567442,3614.323575,1435.756133
3066,5,20,20,10,2172.798197,3596.042291,1423.244094
3067,5,20,25,5,2149.339774,3494.062118,1344.722344
3068,5,25,5,20,2161.913472,3408.346372,1246.4329
3069,5,25,10,15,2172.773031,3511.637011,1338.86398
3070,5,25,15,10,2172.061878,3522.35053,1350.288652
3071,5,25,20,5,2150.791038,3438.040358,1287.24932
3072,5,30,5,15,2165.924632,3352.871549,1186.946916
3073,5,30,10,10,2172.570055,3426.96488,1254.394825
3074,5,30,15,5,2157.026966,3372.676098,1215.649132
3075,5,35,5,10,2170.046704,3276.898732,1106.852028
3077,5,40,5,5,2172.389467,3147.462768,975.073301
3078,10,5,5,35,2217.946149,3534.784161,1316.838012
3079,10,5,10,30,2241.332597,3677.231115,1435.898518
3080,10,5,15,25,2272.049648,3744.914148,1472.8645
3081,10,5,20,20,2283.099024,3772.625778,1489.526755
3082,10,5,25,15,2281.95923,3768.320785,1486.361555
3083,10,5,30,10,2267.328646,3724.844857,1457.51621
3084,10,5,35,5,2230.529888,3604.034696,1373.504808
3085,10,10,5,30,2117.911023,3500.404879,1382.493857
3086,10,10,10,25,2146.595376,3632.829679,1486.234302
3087,10,10,15,20,2169.500979,3688.960453,1519.459474
3088,10,10,20,15,2169.500979,3688.960453,1519.459474
3089,10,10,25,10,2174.395322,3665.860885,1491.465563
3090,10,10,30,5,2165.593555,3552.688571,1387.095016
3091,10,15,5,25,2117.387317,3462.242426,1344.855109
3092,10,15,10,20,2145.792207,3582.396117,1436.60391
3093,10,15,15,15,2156.038126,3621.769,1465.730874
3094,10,15,20,10,2153.288239,3603.598316,1450.310077
3095,10,15,25,5,2138.223984,3501.62008,1363.396096
3096,10,20,5,20,2127.82711,3418.473457,1290.646346
3097,10,20,10,15,2150.36885,3521.313053,1370.944203
3098,10,20,15,10,2152.479374,3531.801873,1379.322499
3099,10,20,20,5,2136.441729,3447.198302,1310.756573
3100,10,25,5,15,2137.855295,3364.65318,1226.797885
3101,10,25,10,10,2153.084555,3438.337932,1285.253377
3102,10,25,15,5,2141.181853,3383.481797,1242.299943
3103,10,30,5,10,2148.082281,3289.983247,1141.900965
3105,10,35,5,5,2155.064247,3161.230553,1006.166305
3106,15,5,5,30,2118.53491,3500.365685,1381.830775
3107,15,5,10,25,2170.689108,3631.982121,1461.293012
3108,15,5,15,20,2202.310099,3688.121492,1485.811393
3109,15,5,20,15,2209.766386,3699.674576,1489.90819
3110,15,5,25,10,2209.67066,3666.430805,1456.760145
3111,15,5,30,5,2200.25752,3553.952442,1353.694922
3112,15,10,5,25,2080.942566,3464.354303,1383.411737
3113,15,10,10,20,2131.486897,3584.006567,1452.51967
3114,15,10,15,15,2150.974318,3623.482399,1472.50808
3115,15,10,20,10,2154.406393,3605.77001,1451.363618
3116,15,10,25,5,2156.625362,3504.176894,1347.551532
3117,15,15,5,20,2082.511763,3422.594016,1340.082252
3118,15,15,10,15,2119.552819,3525.143029,1405.590211
3119,15,15,15,10,2125.207714,3535.692759,1410.485045
3120,15,15,20,5,2118.322032,3451.146905,1332.824873
3121,15,20,5,15,2101.693789,3370.560407,1268.866618
3122,15,20,10,10,2126.297331,3444.027911,1317.730579
3123,15,20,15,5,2119.273541,3388.906095,1269.632553
3124,15,25,5,10,2119.381057,3297.341156,1177.960099
3125,15,25,10,5,2125.719696,3305.780894,1180.061197
3126,15,30,5,5,2131.442766,3169.44936,1038.006594
3127,20,5,5,25,2083.662974,3460.846642,1377.183669
3128,20,5,10,20,2153.958752,3580.177866,1426.219114
3129,20,5,15,15,2179.380538,3620.04887,1440.668332
3130,20,5,20,10,2183.100774,3603.147658,1420.046884
3131,20,5,25,5,2182.005145,3502.315994,1320.310849
3132,20,10,5,20,2072.768233,3421.222212,1348.453979
3133,20,10,10,15,2132.489952,3523.684393,1391.194441
3134,20,10,15,10,2144.326607,3534.597254,1390.270648
3135,20,10,20,5,2149.182699,3450.458906,1301.276207
3136,20,15,5,15,2068.121795,3371.106332,1302.984537
3137,20,15,10,10,2107.218041,3444.582596,1337.364554
3138,20,15,15,5,2113.085321,3389.505382,1276.420061
3139,20,20,5,10,2092.938494,3299.479076,1206.540583
3140,20,20,10,5,2092.938494,3299.479076,1206.540583
3141,20,25,5,5,2092.938494,3299.479076,1206.540583
3142,25,5,5,20,2092.938494,3299.479076,1206.540583
3143,25,5,10,15,2160.49059,3517.476133,1356.985544
3144,25,5,15,10,2168.814457,3529.067827,1360.25337
3145,25,5,20,5,2170.379305,3445.684485,1275.30518
3146,25,10,5,15,2084.234868,3366.788259,1282.553391
3147,25,10,10,10,2136.485559,3440.528257,1304.042698
3148,25,10,15,5,2143.200998,3385.812788,1242.61179
3149,25,15,5,10,2088.016806,3296.884603,1208.867797
3150,25,15,10,5,2113.355158,3305.22964,1191.874482
3151,25,20,5,5,2092.593451,3171.186951,1078.5935
3152,30,5,5,15,2124.004798,3358.093206,1234.088408
3153,30,5,10,10,2176.218282,3432.375108,1256.156826
3154,30,5,15,5,2162.319994,3378.34364,1216.023646
3155,30,10,5,10,2120.465373,3290.032013,1169.56664
3156,30,10,10,5,2139.01052,3298.747355,1159.736835
3157,30,15,5,5,2112.180194,3165.633136,1053.452942
3158,35,5,5,10,2158.674089,3279.387803,1120.713714
3159,35,5,10,5,2177.080766,3288.768355,1111.687589
3160,35,10,5,5,2149.983263,3156.396135,1006.412872
3161,40,5,5,5,2185.637483,3143.918199,958.2807158
3162,5,5,5,35,2015.633363,3624.747408,1609.114046
3163,5,5,10,30,2042.575817,3757.890755,1715.314938
3166,5,5,25,15,2071.855734,3798.62985,1726.774116
3167,5,5,30,10,2061.783563,3741.721478,1679.937915
3169,5,10,5,30,2043.217434,3571.561041,1528.343607
3170,5,10,10,25,2065.334354,3694.081067,1628.746713
3171,5,10,15,20,2081.330653,3734.719543,1653.38889
3172,5,10,20,15,2083.43264,3729.697383,1646.264743
3173,5,10,25,10,2075.275272,3681.68773,1606.412458
3174,5,10,30,5,2053.432176,3558.871407,1505.439231
3175,5,15,5,25,2078.034758,3515.938905,1437.904146
3176,5,15,10,20,2098.370957,3626.004991,1527.634035
3177,5,15,15,15,2106.950627,3651.048013,1544.097386
3178,5,15,20,10,2101.18888,3619.035778,1517.846898
3179,5,15,25,5,2075.288466,3506.645922,1431.357456
3180,5,20,5,20,2103.274612,3456.247877,1352.973265
3181,5,20,10,15,2120.55655,3549.263177,1428.706627
3182,5,20,15,10,2120.918082,3547.086879,1426.168797
3183,5,20,20,5,2095.895046,3451.764553,1355.869507
3184,5,25,5,15,2122.648988,3388.254576,1265.605589
3185,5,25,10,10,2134.311196,3452.916356,1318.60516
3186,5,25,15,5,2115.927872,3387.945401,1272.017529
3187,5,30,5,10,2138.396381,3301.441628,1163.045247
3188,5,30,10,5,2135.111765,3302.923806,1167.812041
3189,5,35,5,5,2148.756134,3163.072407,1014.316273
3190,10,5,5,30,2036.691158,3566.087441,1529.396284
3191,10,5,10,25,2082.474318,3687.212331,1604.738012
3192,10,5,15,20,2108.501172,3727.560797,1619.059625
3193,10,5,20,15,2113.16518,3722.960486,1609.795305
3194,10,5,25,10,2106.538348,3675.766542,1569.228194
3195,10,5,30,5,2086.521973,3553.840849,1467.318876
3196,10,10,5,25,2020.484724,3512.817525,1492.332801
3197,10,10,10,20,2059.784627,3621.853757,1562.06913
3198,10,10,15,15,2073.141385,3646.732518,1573.591134
3199,10,10,20,10,2069.675722,3615.089249,1545.413527
3200,10,10,25,5,2049.567308,3503.239642,1453.672334
3201,10,15,5,20,2029.116107,3455.330052,1426.213946
3202,10,15,10,15,2064.151661,3547.591511,1483.43985
3203,10,15,15,10,2068.596039,3545.279683,1476.683645
3204,10,15,20,5,2054.507666,3450.104398,1395.596732
3205,10,20,5,15,2060.470217,3389.326512,1328.856295
3206,10,20,10,10,2083.820482,3453.402996,1369.582513
3207,10,20,15,5,2072.611604,3388.153777,1315.542172
3208,10,25,5,10,2087.81927,3304.210018,1216.390748
3209,10,25,10,5,2092.053195,3305.090637,1213.037442
3210,10,30,5,5,2107.127473,3167.084997,1059.957524
3211,15,5,5,25,2060.988539,3503.652052,1442.663513
3212,15,5,10,20,2119.293344,3611.872188,1492.578844
3213,15,5,15,15,2139.597909,3636.912474,1497.314565
3214,15,5,20,10,2136.26623,3606.018897,1469.752667
3215,15,5,25,5,2114.101242,3495.110887,1381.009645
3216,15,10,5,20,2036.553463,3448.506218,1411.952755
3217,15,10,10,15,2083.319869,3540.246267,1456.926398
3218,15,10,15,10,2089.975295,3538.130851,1448.155556
3219,15,10,20,5,2076.84048,3443.481075,1366.640595
3220,15,15,5,15,2042.633926,3384.632067,1341.998141
3221,15,15,10,10,2073.088865,3448.374651,1375.285786
3222,15,15,15,5,2063.132036,3383.18791,1320.055875
3223,15,20,5,10,2055.28782,3301.362051,1246.074231
3224,15,20,10,5,2064.003904,3301.914691,1237.910787
3225,15,25,5,5,2074.140835,3165.657335,1091.5165
3226,20,5,5,20,2085.793724,3436.300174,1350.506449
3227,20,5,10,15,2147.207853,3527.783615,1380.575763
3228,20,5,15,10,2155.219017,3526.203572,1370.984555
3229,20,5,20,5,2134.337696,3432.448898,1298.111203
3230,20,10,5,15,2070.717092,3374.686015,1303.968923
3231,20,10,10,10,2112.237708,3438.37116,1326.133453
3232,20,10,15,5,2104.129747,3373.588948,1269.459201
3233,20,15,5,10,2066.587156,3293.399869,1226.812714
3234,20,15,10,5,2078.674578,3293.91442,1215.239842
3235,20,20,5,5,2073.035324,3159.272891,1086.237567
3236,25,5,5,15,2115.743668,3359.986594,1244.242926
3237,25,5,10,10,2165.98715,3423.909582,1257.922433
3238,25,5,15,5,2152.253333,3359.873689,1207.620356
3239,25,10,5,10,2108.394957,3280.806368,1172.411411
3240,25,10,10,5,2125.703461,3281.584164,1155.880703
3241,25,15,5,5,2098.065222,3148.394533,1050.329311
3242,30,5,5,10,2151.282124,3264.051791,1112.769666
3243,30,5,10,5,2169.087111,3265.400531,1096.313421
3244,30,10,5,5,2139.325332,3133.470896,994.1455646
3245,35,5,5,5,2179.225215,3114.942646,935.7174303
